t,mean,sd,band
0.746,-0.2356024443123043,0.8700610892665015,0.8637129152675673
0.748,-0.23015793356793574,0.8707100885104851,0.8648699324175861
0.75,-0.23154688615153923,0.8722307364103082,0.8660254037844386
0.752,-0.24417220084452473,0.8773890737228424,0.867179335547152
0.754,-0.23786659969507584,0.8794059747655665,0.8683317338436964
0.756,-0.23777273810246155,0.8882774892518428,0.8694826047713663
0.758,-0.24339167216708785,0.8900426882552503,0.8706319543871567
0.76,-0.25169623553705656,0.9007325914625373,0.8717797887081347
0.762,-0.2530496813108088,0.8948741845024767,0.8729261137118078
0.764,-0.25398285835225864,0.8978736136329675,0.8740709353364863
0.766,-0.25602425311569543,0.9115538222717016,0.8752142594816426
0.768,-0.25700054684527734,0.918936483902339,0.8763560920082658
0.77,-0.2579480680347422,0.9218500352374918,0.8774964387392122
0.772,-0.2609477839491681,0.9200244679493905,0.8786353054595518
0.774,-0.2638906940187671,0.9249357296209608,0.8797726979169108
0.776,-0.2664903088667781,0.925222061493133,0.8809086218218096
0.778,-0.2643000322719226,0.9293585730960766,0.8820430828479978
0.78,-0.260270937884938,0.9343895583175202,0.8831760866327847
0.782,-0.25741356779852936,0.9364127695574882,0.8843076387773657
0.784,-0.2604970741313244,0.9403201628611357,0.8854377448471462
0.786,-0.2564886344702811,0.9358063858207222,0.8865664103720601
0.788,-0.2547507219255422,0.9400636354303932,0.8876936408468858
0.79,-0.25708464593294156,0.9313586236212541,0.8888194417315589
0.792,-0.2533342046770323,0.9307695039223232,0.8899438184514796
0.794,-0.25786749333738634,0.9408422848142146,0.8910667763978186
0.796,-0.2659030707939561,0.9415697136897229,0.8921883209278185
0.798,-0.2714983119044364,0.9534024707785771,0.8933084573650918
0.8,-0.2758371399569556,0.9405291593287362,0.8944271909999159
0.802,-0.2768578955955905,0.9360267363381566,0.8955445270895245
0.804,-0.2738472363616515,0.9373940262504875,0.8966604708583958
0.806,-0.26809312175957334,0.94214738620729,0.8977750274985377
0.808,-0.27255222357687414,0.9496542884368773,0.8988882021697693
0.81,-0.26433497136808076,0.9614943171530981,0.9
0.812,-0.27027446345180406,0.9598530106275756,0.9011104260855048
0.8140000000000001,-0.26846006747403905,0.9530938917165472,0.9022194854911969
